text,created_at,author,uri,has_images,reply_to,date,time,language,hour,weekday,time_of_day,sentiment,row_id
Its been cloudy all day which has been a huge relief from the relentless sun I wish it would rain though It rained on me a little bit on the way to my allergy shot appointment but nothing substantial I think the clouds have been contributing to my fatigue,2024-06-21T22:08:31Z,did:plc:xn7qc2nkf7fnllw5pnxfw6vy,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbw3wz5kmk2a,FALSE,NA,2024-06-21,22:08:31,en,22,Friday,Evening,0.0675,2200
"No resorts cannot buy their way into the Top  rankings and other myths busted  
",2024-11-26T18:00:11Z,did:plc:spsbvrx5gqljzymsvk6jd3jt,at://did:plc:spsbvrx5gqljzymsvk6jd3jt/app.bsky.feed.post/3lbw7l6xvtc26,FALSE,NA,2024-11-26,18:00:11,en,18,Tuesday,Evening,-0.1027,2201
Read all the way through for some great resources on covering  and other diseases for which you have to fight for a diagnosis from  and  and ,2024-02-06T22:20:51Z,did:plc:2ipnuxprp5of2dsl32lt4jtf,at://did:plc:2ipnuxprp5of2dsl32lt4jtf/app.bsky.feed.post/3lbw6stiwdr2u,FALSE,at://did:plc:2ipnuxprp5of2dsl32lt4jtf/app.bsky.feed.post/3lbw63dr36r2u,2024-02-06,22:20:51,en,22,Tuesday,Evening,0.3612,2202
After a Shamrock Stroll and a  Orville is ready for his St Pawtricks Day shenanigans  a lucky charm ,2024-03-16T18:05:24Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbw3h23igw2u,TRUE,NA,2024-03-16,18:05:24,en,18,Saturday,Evening,0.7906,2203
July    years after it adopted a landmark Prohibition law Kansas issues a Victory Message to the World crowing that its type of booze ban is now national law The authors include exGov Henry Allen and editor William Allen White,2024-07-27T21:12:35Z,did:plc:t7wnxgjye6hhend6qfsxeghr,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwskzgeuo25,TRUE,NA,2024-07-27,21:12:35,en,21,Saturday,Evening,-0.5106,2204
So Claudine Gay is resigning and now Harvard students can feel safe Give me a break with this nonsense Safety is commodity in flux a commodity that also happens to be calibrated to the experience of social privilege,2024-01-02T19:28:39Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwur6lwi42n,FALSE,NA,2024-01-02,19:28:39,en,19,Tuesday,Evening,0.4897,2205
A lot of the clothes I ordered fit and look good but none of the button shirts to wear with a suit or blazer  The cotton has become itchy in the last several years I cannot find a button shirt to save my soul,2024-06-15T21:55:55Z,did:plc:xn7qc2nkf7fnllw5pnxfw6vy,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbwi26oy5527,FALSE,NA,2024-06-15,21:55:55,en,21,Saturday,Evening,0.6542,2206
There seems to be some screen blocking the view ,2024-01-22T19:41:33Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwbcqdzxs23,FALSE,NA,2024-01-22,19:41:33,en,19,Monday,Evening,-0.3818,2207
As I type two rightwingnuts are drinking mimosas and dubbing the ghost busters song for their new podcast series Woke Busters which will unite the neolibs and the neocons beneath an electioneered tent where the Schmittian bouncyhouse theory will be revealed,2024-01-02T20:45:10Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwu5sdqbr24,FALSE,NA,2024-01-02,20:45:10,en,20,Tuesday,Evening,-0.3182,2208
Yall raise too much money to be this bad,2024-07-18T23:01:18Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbws6ver2p2p,FALSE,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwrlwn6w522,2024-07-18,23:01:18,en,23,Thursday,Evening,-0.628,2209
Surprise   after work although the portion size left a lot to be desired  leap into the magic,2024-02-29T23:14:43Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbw7wyqyma22,TRUE,NA,2024-02-29,23:14:43,en,23,Thursday,Evening,0.4939,2210
The lizards outside are loving life right now But all my blinds are closed and all the ceiling fans are on high,2024-06-13T20:07:14Z,did:plc:xn7qc2nkf7fnllw5pnxfw6vy,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbwnyseepx2k,FALSE,at://did:plc:xn7qc2nkf7fnllw5pnxfw6vy/app.bsky.feed.post/3lbwngcevmd2n,2024-06-13,20:07:14,en,20,Thursday,Evening,0.3506,2211
Day  postsurgery and Orville is definitely getting his Terrierback And the switch from cone to stylish recovery suit was welltimed so he can fully enjoy his  He cant wait to attack those treats,2024-02-11T20:59:28Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwdreooyb22,TRUE,NA,2024-02-11,20:59:28,en,20,Sunday,Evening,0.8293,2212
"What happened should go around the world should shame and blame Germany everywhere

Israeli film maker Dror Dayan on the police crackdown on the Palestine Congress in Berlin

",2024-04-17T19:48:38Z,did:plc:7b5ffheuztsnusuo6cqyrj2t,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbw5rqxsbe2r,TRUE,NA,2024-04-17,19:48:38,en,19,Wednesday,Evening,-0.6705,2213
At least  Whinchat territories along just km of the river Alwin up to Kidland Forest today  not sure Ive ever seen such density before ,2024-05-18T21:31:21Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwo2al3uj2l,TRUE,NA,2024-05-18,21:31:21,en,21,Saturday,Evening,-0.2411,2214
We have  posters up at  so feel free to stop by and check them out during tomorrows final conference day if you havent seen them yet,2024-09-26T20:39:06Z,did:plc:wp6xmz2xi75s6lr2hxy63sg4,at://did:plc:wp6xmz2xi75s6lr2hxy63sg4/app.bsky.feed.post/3lbw67vszdr2z,TRUE,NA,2024-09-26,20:39:06,en,20,Thursday,Evening,0.3353,2215
this  is picking up steam during sporting events you love to see it,2024-11-09T18:46:19Z,did:plc:2ao5yl67p4kgm2pp3vqxxemi,at://did:plc:2ao5yl67p4kgm2pp3vqxxemi/app.bsky.feed.post/3lbwticzgd62d,FALSE,at://did:plc:2ao5yl67p4kgm2pp3vqxxemi/app.bsky.feed.post/3lbwsrikci72u,2024-11-09,18:46:19,en,18,Saturday,Evening,0.6369,2216
Quinshon took three fewer steps with the ball than the Clemson player did during that CFP semifinal and that was ruled incomplete so the call makes sense,2024-11-02T18:50:04Z,did:plc:2ao5yl67p4kgm2pp3vqxxemi,at://did:plc:2ao5yl67p4kgm2pp3vqxxemi/app.bsky.feed.post/3lbwu3jjosg22,FALSE,NA,2024-11-02,18:50:04,en,18,Saturday,Evening,0,2217
"NET  Preview 

dotnetmicrosoftcomenusdownload",2024-02-13T18:46:31Z,did:plc:g2anlmsx7mm2wnrsxlfvhiqg,at://did:plc:g2anlmsx7mm2wnrsxlfvhiqg/app.bsky.feed.post/3lbwpd7t52i2k,FALSE,NA,2024-02-13,18:46:31,en,18,Tuesday,Evening,0,2218
"Factoid

For Americans in general  percent thought having a job or career they enjoy is the path toward fulfillment and getting married was the path for only  percent | Pew

",2024-02-27T20:12:42Z,did:plc:rv4qmgwse4zcxftridn2mwtw,at://did:plc:rv4qmgwse4zcxftridn2mwtw/app.bsky.feed.post/3lbws2ccdkb2c,FALSE,at://did:plc:rv4qmgwse4zcxftridn2mwtw/app.bsky.feed.post/3lbwrfycfue2c,2024-02-27,20:12:42,en,20,Tuesday,Evening,0.4939,2219
"AntiMuslim incident



Lexington man accused of pulling gun making racist comments at restaurant",2024-07-22T18:01:03Z,did:plc:cctcyycmoanrgljrd5zdyhyw,at://did:plc:cctcyycmoanrgljrd5zdyhyw/app.bsky.feed.post/3lbwha7vcx42i,FALSE,NA,2024-07-22,18:01:03,en,18,Monday,Evening,-0.8225,2220
From the paramecium to the human race all life forms are meticulously organized sophisticated aggregates of evolving microbial life Far from leaving microorganisms behind on an evolutionary ladder we are both surrounded by them and composed of them,2024-07-04T22:42:04Z,did:plc:jof6r627gef5ctjymmrn2sir,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwmlqckdr2k,FALSE,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwlh6gtym27,2024-07-04,22:42:04,en,22,Thursday,Evening,0.5574,2221
Giving back involves a certain amount of giving up  Colin Powell,2024-11-27T18:56:45Z,did:plc:3g3xaffl4vzex6kc4n5otzps,at://did:plc:3g3xaffl4vzex6kc4n5otzps/app.bsky.feed.post/3lbwfdavwyo2z,FALSE,NA,2024-11-27,18:56:45,en,18,Wednesday,Evening,0.7096,2222
"Rosslare to Bilbao ferry by bicycle with the Commodore lounge add on for Brittany ferries
",2024-10-27T19:58:10Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbw47lwew52w,TRUE,NA,2024-10-27,19:58:10,en,19,Sunday,Evening,0,2223
"The panic that comes near the end of the NIH K award can lead to a lot of bad choices  ~  

In other words if in the last year of your K grant you decide to get bangs  DONT DO IT",2024-03-07T19:31:24Z,did:plc:gic2wfbmrv5nfcvd2yyjepdq,at://did:plc:gic2wfbmrv5nfcvd2yyjepdq/app.bsky.feed.post/3lbw34iidoh25,FALSE,NA,2024-03-07,19:31:24,en,19,Thursday,Evening,-0.2023,2224
worldcinemagreatsitenettt,2024-11-27T22:05:43Z,did:plc:sze5yuydq3cuoad4tbhgwu44,at://did:plc:sze5yuydq3cuoad4tbhgwu44/app.bsky.feed.post/3lbxkpg6rek2u,FALSE,NA,2024-11-27,22:05:43,en,22,Wednesday,Evening,0,2225
worldcinemagreatsitenettt,2024-11-27T21:59:50Z,did:plc:sze5yuydq3cuoad4tbhgwu44,at://did:plc:sze5yuydq3cuoad4tbhgwu44/app.bsky.feed.post/3lbxkevujrc2u,FALSE,NA,2024-11-27,21:59:50,en,21,Wednesday,Evening,0,2226
The birds are pretty good too Well be taking time to enjoy those with a private and relaxing boat trip on Lake Kerkini Plus well be looking up as well as down during our daily excursions in the surrounding mountains forest and countryside,2024-03-22T21:19:33Z,did:plc:ouuzsotoeq6px4loosjh2eib,at://did:plc:ouuzsotoeq6px4loosjh2eib/app.bsky.feed.post/3lbw44fom4w2n,TRUE,at://did:plc:ouuzsotoeq6px4loosjh2eib/app.bsky.feed.post/3lbw34s5l5j2g,2024-03-22,21:19:33,en,21,Friday,Evening,0.9501,2227
Id go to Preparedness Expos where a third or so of the booths were alternative health exhibitors more than willing to sell you shark cartilage bluegreen algae and colloidal silver which they promised would cure all that ails you,2024-07-28T21:42:10Z,did:plc:cctcyycmoanrgljrd5zdyhyw,at://did:plc:cctcyycmoanrgljrd5zdyhyw/app.bsky.feed.post/3lbw5yljhtj2e,FALSE,at://did:plc:cctcyycmoanrgljrd5zdyhyw/app.bsky.feed.post/3lbw5cglz4t2i,2024-07-28,21:42:10,en,21,Sunday,Evening,0.3612,2228
Meatsection encounter ,2024-03-20T18:55:04Z,did:plc:q4d2r3dxeurap3l4obc3mqas,at://did:plc:q4d2r3dxeurap3l4obc3mqas/app.bsky.feed.post/3lbwf3uybvl2k,TRUE,NA,2024-03-20,18:55:04,en,18,Wednesday,Evening,0,2229
Charlottesville tikitorch rioter from  Unite the Right white supremacist event endorses Donald Trump at his sentencing for assaulting police during the  Capitol,2024-07-19T20:55:31Z,did:plc:cctcyycmoanrgljrd5zdyhyw,at://did:plc:cctcyycmoanrgljrd5zdyhyw/app.bsky.feed.post/3lbwks3qqci2p,FALSE,NA,2024-07-19,20:55:31,en,20,Friday,Evening,-0.25,2230
You have three words to convince me to go on a date,2024-11-26T21:45:35Z,did:plc:mwgtopxufbxzxy6n7mtvtsvu,at://did:plc:mwgtopxufbxzxy6n7mtvtsvu/app.bsky.feed.post/3lbwofh7nyr2t,TRUE,NA,2024-11-26,21:45:35,en,21,Tuesday,Evening,0.25,2231
"
",2024-03-15T18:25:22Z,did:plc:7b5ffheuztsnusuo6cqyrj2t,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbwfg4bj5e24,FALSE,at://did:plc:7b5ffheuztsnusuo6cqyrj2t/app.bsky.feed.post/3lbwe5hc3uz2s,2024-03-15,18:25:22,en,18,Friday,Evening,0,2232
Interpol Clamps Down on Cybercrime and Arrests Over  Suspects in Africa ,2024-11-26T18:38:06Z,did:plc:u2vyvvxcjqs5ctnbdooodirq,at://did:plc:u2vyvvxcjqs5ctnbdooodirq/app.bsky.feed.post/3lbw7ghdv6k26,FALSE,NA,2024-11-26,18:38:06,en,18,Tuesday,Evening,-0.6486,2233
"Two unmarked crossings
Both dont have a sidewalk on one side but one is obstructing a future sidewalk
Will the property owner be required to remove the fence in the public RightofWay",2024-02-28T21:56:54Z,did:plc:3ssmzw4up6gp6bage6gyk57z,at://did:plc:3ssmzw4up6gp6bage6gyk57z/app.bsky.feed.post/3lbwmhcw2uu2v,FALSE,at://did:plc:3ssmzw4up6gp6bage6gyk57z/app.bsky.feed.post/3lbwmdazcsz2y,2024-02-28,21:56:54,en,21,Wednesday,Evening,0,2234
I am now listening to Eat by The Fax,2024-11-27T22:24:01Z,did:plc:3p4vo44pdcwv33imdamf64gt,at://did:plc:3p4vo44pdcwv33imdamf64gt/app.bsky.feed.post/3lbwqvtrefq2k,FALSE,NA,2024-11-27,22:24:01,en,22,Wednesday,Evening,0,2235
 is refusing to release any more hostages  said they will not be returned alive until  ends military action     ,2024-01-11T19:00:49Z,did:plc:2pdsoq5tcwsxyou3xrtwm7fd,at://did:plc:2pdsoq5tcwsxyou3xrtwm7fd/app.bsky.feed.post/3lbwndbdm3t2u,FALSE,NA,2024-01-11,19:00:49,en,19,Thursday,Evening,-0.5972,2236
July   The view north on Harrison Avenue in Leadville Colo,2024-07-27T20:22:31Z,did:plc:t7wnxgjye6hhend6qfsxeghr,at://did:plc:t7wnxgjye6hhend6qfsxeghr/app.bsky.feed.post/3lbwsl3au3g2j,TRUE,NA,2024-07-27,20:22:31,en,20,Saturday,Evening,0,2237
Bills  internatnl Law,2024-07-25T20:15:11Z,did:plc:jof6r627gef5ctjymmrn2sir,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwaz3xrf32w,FALSE,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwa4vbidm26,2024-07-25,20:15:11,en,20,Thursday,Evening,0,2238
All I ask is that we compare human consciousness with spirochete ecology,2024-07-04T22:38:28Z,did:plc:jof6r627gef5ctjymmrn2sir,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwmlqmaml2m,FALSE,at://did:plc:jof6r627gef5ctjymmrn2sir/app.bsky.feed.post/3lbwlh6gtym27,2024-07-04,22:38:28,en,22,Thursday,Evening,0,2239
Sending folks back to schools with limited information and without an updated COVID shot is wildly irresponsible,2024-07-30T22:55:25Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwhmnv3732n,FALSE,NA,2024-07-30,22:55:25,en,22,Tuesday,Evening,-0.5859,2240
"Theres no need for that nmj says motioning for wwx to stand up

Your Majesty lwj says sitting up

Dont you dare move Physician Wen told me how badly you were injured nmj sits on the edge of the bed lwj cant help noticing a concealed wince in his expression",2024-04-25T23:05:22Z,did:plc:st5kvroq62xg5x4fykhvi3xq,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwkf5odmg2s,FALSE,at://did:plc:st5kvroq62xg5x4fykhvi3xq/app.bsky.feed.post/3lbwkediiym23,2024-04-25,23:05:22,en,23,Thursday,Evening,-0.8503,2241
"Breeding that sweet pink cum filled hole

",2024-09-08T19:41:48Z,did:plc:suss7wx62qcfwo3wiukydqhr,at://did:plc:suss7wx62qcfwo3wiukydqhr/app.bsky.feed.post/3lbwtfpbvaz27,FALSE,NA,2024-09-08,19:41:48,en,19,Sunday,Evening,0.4588,2242
"Cycling Cork to Gougane Barra  along the Lee valley to its source with historical narration of the many republican monuments on the route and a few of the myths 

 ",2024-10-30T19:11:21Z,did:plc:hlgj2j5au53z3pibuvoh27zq,at://did:plc:hlgj2j5au53z3pibuvoh27zq/app.bsky.feed.post/3lbw47k4ur62r,TRUE,NA,2024-10-30,19:11:21,en,19,Wednesday,Evening,0,2243
"theres a persuasive video

",2024-09-08T21:49:12Z,did:plc:zwvvhna4ucqumdxvwqasu5lf,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbwlu7om6h2z,FALSE,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbwkmn7xim2z,2024-09-08,21:49:12,en,21,Sunday,Evening,0,2244
 youll enjoy this pupdate,2024-02-10T22:35:06Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwfvtvb7a2r,FALSE,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwf32sv6o24,2024-02-10,22:35:06,en,22,Saturday,Evening,0.4939,2245
,2024-02-27T19:36:53Z,did:plc:ih2zzzqu2ts42vnqehpwsqd2,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbw73dlmqn2m,FALSE,at://did:plc:ih2zzzqu2ts42vnqehpwsqd2/app.bsky.feed.post/3lbw67qxun32z,2024-02-27,19:36:53,en,19,Tuesday,Evening,0,2246
"Occur exactly as before an unstable
Compound of the banal and vacant assumed
Its boobyish existence under my
          Pitiful name

 Jules Laforgue The Bats 

with hattip to translator Mark Ford for doing gods work by electing boobyish",2024-01-05T19:25:12Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwqv6r4ei2s,FALSE,NA,2024-01-05,19:25:12,en,19,Friday,Evening,-0.6908,2247
Too far away to be digiscoped really but this monster jet black Ruff at Grindon Lough deserves a larger audience than a disinterested Teal ,2024-05-07T21:57:26Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwreyhdeb27,FALSE,NA,2024-05-07,21:57:26,en,21,Tuesday,Evening,0,2248
" Life is Strange pisode  MAINTENANT EN LIVE

ttvlouanben",2024-04-23T19:05:09Z,did:plc:kvyrycejiodz273chiceulpn,at://did:plc:kvyrycejiodz273chiceulpn/app.bsky.feed.post/3lbwbaals232x,TRUE,NA,2024-04-23,19:05:09,en,19,Tuesday,Evening,-0.2023,2249
Intels CHIPS Act Funding Cut By Over $ Million ,2024-11-26T21:17:53Z,did:plc:u2vyvvxcjqs5ctnbdooodirq,at://did:plc:u2vyvvxcjqs5ctnbdooodirq/app.bsky.feed.post/3lbw7gm2gks26,FALSE,NA,2024-11-26,21:17:53,en,21,Tuesday,Evening,-0.2732,2250
"We should really feed the kids when theyre at school And not trash either 

We should feed them filling and nutritious food and earmark it as an investment in the future labor force of this country if it makes ppl feel better",2024-08-06T22:39:12Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbw4rkzrhz2u,FALSE,NA,2024-08-06,22:39:12,en,22,Tuesday,Evening,0.4404,2251
The Room Next Door review  Almodvar spins a gorgeous fragile tale of life and death  ,2024-09-02T22:00:17Z,did:plc:3rwgqcovgj323cjwvvdxn2cx,at://did:plc:3rwgqcovgj323cjwvvdxn2cx/app.bsky.feed.post/3lbwiibhkhf2r,FALSE,NA,2024-09-02,22:00:17,en,22,Monday,Evening,0.0258,2252
A sovereign citizen who allegedly kidnapped her own child which is becoming common within the movement I discuss it here ,2024-07-16T20:16:12Z,did:plc:cctcyycmoanrgljrd5zdyhyw,at://did:plc:cctcyycmoanrgljrd5zdyhyw/app.bsky.feed.post/3lbwrcxk6i42u,FALSE,NA,2024-07-16,20:16:12,en,20,Tuesday,Evening,0,2253
Teens have unanimously declared Radu is a baller,2024-01-13T21:11:59Z,did:plc:l73owxvcclp52s7hgjvihaoj,at://did:plc:l73owxvcclp52s7hgjvihaoj/app.bsky.feed.post/3lbwczlf4hp2u,FALSE,NA,2024-01-13,21:11:59,en,21,Saturday,Evening,0,2254
,2024-02-23T22:07:53Z,did:plc:j3sadb6dggiiksg2kc73i7gg,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwdpsnc6x2n,FALSE,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwcsfian22y,2024-02-23,22:07:53,en,22,Friday,Evening,0,2255
"Wanted to share an intimate moment I had with  

Can I tell you a secret His voice reverberates through his body into his dick into your body like a vibrating stick",2024-09-15T18:01:44Z,did:plc:pguurkas2ku62d4dxqafjedx,at://did:plc:pguurkas2ku62d4dxqafjedx/app.bsky.feed.post/3lbwq2ylz6f2t,FALSE,NA,2024-09-15,18:01:44,en,18,Sunday,Evening,0.1027,2256
Meanwhile the AI podcast hosts  ,2024-06-11T18:02:43Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwcloaq3f2x,FALSE,NA,2024-06-11,18:02:43,en,18,Tuesday,Evening,0,2257
Windows plane wings or stairs ,2024-03-13T19:04:42Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwc4hyzmn24,FALSE,NA,2024-03-13,19:04:42,en,19,Wednesday,Evening,0,2258
Is this the best blue to be found in nature Got to be a contender Spring Gentian at Widdybank Fell today   ,2024-05-12T19:55:24Z,did:plc:iupppyw7ckzsdiewnpunn2wf,at://did:plc:iupppyw7ckzsdiewnpunn2wf/app.bsky.feed.post/3lbwp5k7u6i2a,TRUE,NA,2024-05-12,19:55:24,en,19,Sunday,Evening,0.6908,2259
Sometimes I feel myself so dumb bc if there are even some simple things I may not understand them like looking from the wrong angle or like it doesnt reach my brain but it can be understood and felt after a long time spontaneously Its not only for this case,2024-06-23T20:29:35Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwuypm2h42s,FALSE,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwuymxvdy25,2024-06-23,20:29:35,en,20,Sunday,Evening,-0.5443,2260
So Mr Orville has a surgery suite booked for a splenectomy in a few weeks He is absolutely fine  these are findings that were incidentally stumbled upon I had to euthanize one of my previous dogs due to hemoabdomen secondary to a ruptured splenic mass that I was unaware of,2024-01-26T22:34:04Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwixvhcou22,FALSE,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwhklqskv23,2024-01-26,22:34:04,en,22,Friday,Evening,0.0754,2261
"Drake vs Kendrick could be going to court

Drakes lawyers filed papers yesterday accusing Universal Music Group of inflating streams of Kendricks Not Like Us

The filing alleges UMG used bots to drive streams and quietly paid radio stations to play the song ",2024-11-26T18:02:06Z,did:plc:w76pxtbjqxcfniks7jmipvoz,at://did:plc:w76pxtbjqxcfniks7jmipvoz/app.bsky.feed.post/3lbw6ufcmnq25,TRUE,NA,2024-11-26,18:02:06,en,18,Tuesday,Evening,-0.1053,2262
channeling Luffy helps me the most when it just regularizes my overthinking  instead of doing pros and cons I just do a gut check  what if this was obvious,2024-09-04T22:50:25Z,did:plc:zwvvhna4ucqumdxvwqasu5lf,at://did:plc:zwvvhna4ucqumdxvwqasu5lf/app.bsky.feed.post/3lbwg6w2w6w2z,FALSE,NA,2024-09-04,22:50:25,en,22,Wednesday,Evening,0.3818,2263
"And

Actions   ",2024-11-04T19:52:41Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwhrxagwg24,FALSE,NA,2024-11-04,19:52:41,en,19,Monday,Evening,0,2264
The US is messed up when Naval talks about politics ,2024-06-01T18:50:07Z,did:plc:nkbqbwz7lol24lmqrycaeb52,at://did:plc:nkbqbwz7lol24lmqrycaeb52/app.bsky.feed.post/3lbwcl2ccbc23,FALSE,NA,2024-06-01,18:50:07,en,18,Saturday,Evening,-0.34,2265
Working on my scene with  nextwatching him gyrate from the side into me makes it hard to focus,2024-09-13T22:16:17Z,did:plc:pguurkas2ku62d4dxqafjedx,at://did:plc:pguurkas2ku62d4dxqafjedx/app.bsky.feed.post/3lbwq5mkokm2n,FALSE,NA,2024-09-13,22:16:17,en,22,Friday,Evening,-0.1027,2266
I understand ppl dont think COVID is dangerous but having almost all your teachers in one place mere days before school starts is a bad idea,2024-07-26T19:33:45Z,did:plc:2vhm7n4xooo65tehcbomhoks,at://did:plc:2vhm7n4xooo65tehcbomhoks/app.bsky.feed.post/3lbwkauet6n2m,FALSE,NA,2024-07-26,19:33:45,en,19,Friday,Evening,-0.7783,2267
"Music industry revenues hit $ billion last year doubling its number from a decade ago

Pretty cool noteeven though streaming has carried the growth lately vinyls comeback is no joke ",2024-11-26T21:06:33Z,did:plc:w76pxtbjqxcfniks7jmipvoz,at://did:plc:w76pxtbjqxcfniks7jmipvoz/app.bsky.feed.post/3lbw6uwesj32y,TRUE,NA,2024-11-26,21:06:33,en,21,Tuesday,Evening,0.7588,2268
"wrong choice
get eaten idiot ",2024-04-09T18:54:15Z,did:plc:vxhciymvsjq3xjfnm7qvjnmu,at://did:plc:vxhciymvsjq3xjfnm7qvjnmu/app.bsky.feed.post/3lbwulppmrd25,TRUE,NA,2024-04-09,18:54:15,en,18,Tuesday,Evening,-0.7506,2269
bskysocial,2024-11-27T23:17:08Z,did:plc:vqdjsaelpawkumhxmctza7dq,at://did:plc:vqdjsaelpawkumhxmctza7dq/app.bsky.feed.post/3lbxop4e2rc2o,FALSE,at://did:plc:nkfe4ypeozzacacpvrep7vlk/app.bsky.feed.post/3lbu2bt2pdk2s,2024-11-27,23:17:08,en,23,Wednesday,Evening,0,2270
Orville had a date with his surgeon yesterday  hes recovering nicely I asked his surgeon to also excise some dermal sebaceous lesions so the extra patches of clipped fur make him look like hes been to war Let me know if you know a good veterinary pathologist who can help,2024-02-08T18:59:20Z,did:plc:ciii3453va3bi6ttj7zcvc4p,at://did:plc:ciii3453va3bi6ttj7zcvc4p/app.bsky.feed.post/3lbwhkkbz6b24,FALSE,NA,2024-02-08,18:59:20,en,18,Thursday,Evening,0.7269,2271
"powerful
",2024-02-10T21:21:53Z,did:plc:j3sadb6dggiiksg2kc73i7gg,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwhi4s27w2q,FALSE,at://did:plc:j3sadb6dggiiksg2kc73i7gg/app.bsky.feed.post/3lbwgmv5w752y,2024-02-10,21:21:53,en,21,Saturday,Evening,0.4215,2272
